Comment[ENA_RUN],Source Name,Comment[ENA_SAMPLE],Characteristics[organism],Characteristics[strain],Characteristics[developmental stage],Characteristics[organism part],Characteristics[cell type],Characteristics[division pattern],Characteristics[single cell well quality],Characteristics[batch],Material Type,Protocol REF,Protocol REF.1,Protocol REF.2,Extract Name,Material Type.1,Comment[LIBRARY_LAYOUT],Comment[LIBRARY_SELECTION],Comment[LIBRARY_SOURCE],Comment[LIBRARY_STRAND],Comment[LIBRARY_STRATEGY],Comment[NOMINAL_LENGTH],Comment[NOMINAL_SDEV],Comment[single cell isolation],Comment[library construction],Comment[end bias],Comment[input molecule],Comment[primer],Comment[spike in],Comment[spike in dilution],Comment[spike sequence file],Comment[spike concentration file],Protocol REF.3,Performer,Assay Name,Technology Type,Comment[ENA_EXPERIMENT],Scan Name,Comment[SUBMITTED_FILE_NAME],Comment[FASTQ_URI],Comment[SPOT_LENGTH],Comment[READ_INDEX_1_BASE_COORD],Derived Array Data File,Comment [Derived ArrayExpress FTP file],Factor Value[developmental stage],Factor Value[division pattern],Factor Value[single cell identifier],ct
ERR1231428,8cell_3_D,ERS1046960,Mus musculus,C57BL/6 x CBA,cleavage 8-cell,embryo,blastoderm cell,not applicable,OK,2,cell,P-MTAB-43329,  ,P-MTAB-43332,8cell_3_D,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch2_Sample47_,sequencing assay,ERX1303367,Goolam_et_al_2015_Batch2_Sample47_1.fq.gz,Goolam_et_al_2015_Batch2_Sample47_1.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/008/ERR1231428/ERR1231428_1.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 8-cell,not applicable,8cell_3_D,8C
ERR1231428,8cell_3_D,ERS1046960,Mus musculus,C57BL/6 x CBA,cleavage 8-cell,embryo,blastoderm cell,not applicable,OK,2,cell,P-MTAB-43329,  ,P-MTAB-43332,8cell_3_D,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch2_Sample47_,sequencing assay,ERX1303367,Goolam_et_al_2015_Batch2_Sample47_2.fq.gz,Goolam_et_al_2015_Batch2_Sample47_2.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/008/ERR1231428/ERR1231428_2.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 8-cell,not applicable,8cell_3_D,8C
ERR1231429,8cell_4_D,ERS1046961,Mus musculus,C57BL/6 x CBA,cleavage 8-cell,embryo,blastoderm cell,not applicable,OK,2,cell,P-MTAB-43329,  ,P-MTAB-43332,8cell_4_D,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch2_Sample48_,sequencing assay,ERX1303368,Goolam_et_al_2015_Batch2_Sample48_1.fq.gz,Goolam_et_al_2015_Batch2_Sample48_1.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/009/ERR1231429/ERR1231429_1.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 8-cell,not applicable,8cell_4_D,8C
ERR1231429,8cell_4_D,ERS1046961,Mus musculus,C57BL/6 x CBA,cleavage 8-cell,embryo,blastoderm cell,not applicable,OK,2,cell,P-MTAB-43329,  ,P-MTAB-43332,8cell_4_D,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch2_Sample48_,sequencing assay,ERX1303368,Goolam_et_al_2015_Batch2_Sample48_2.fq.gz,Goolam_et_al_2015_Batch2_Sample48_2.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/009/ERR1231429/ERR1231429_2.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 8-cell,not applicable,8cell_4_D,8C
ERR1231430,8cell_3_E,ERS1046962,Mus musculus,C57BL/6 x CBA,cleavage 8-cell,embryo,blastoderm cell,not applicable,OK,2,cell,P-MTAB-43329,  ,P-MTAB-43332,8cell_3_E,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch2_Sample59_,sequencing assay,ERX1303369,Goolam_et_al_2015_Batch2_Sample59_1.fq.gz,Goolam_et_al_2015_Batch2_Sample59_1.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/000/ERR1231430/ERR1231430_1.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 8-cell,not applicable,8cell_3_E,8C
ERR1231430,8cell_3_E,ERS1046962,Mus musculus,C57BL/6 x CBA,cleavage 8-cell,embryo,blastoderm cell,not applicable,OK,2,cell,P-MTAB-43329,  ,P-MTAB-43332,8cell_3_E,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch2_Sample59_,sequencing assay,ERX1303369,Goolam_et_al_2015_Batch2_Sample59_2.fq.gz,Goolam_et_al_2015_Batch2_Sample59_2.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/000/ERR1231430/ERR1231430_2.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 8-cell,not applicable,8cell_3_E,8C
ERR1231431,8cell_4_E,ERS1046963,Mus musculus,C57BL/6 x CBA,cleavage 8-cell,embryo,blastoderm cell,not applicable,OK,2,cell,P-MTAB-43329,  ,P-MTAB-43332,8cell_4_E,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch2_Sample60_,sequencing assay,ERX1303370,Goolam_et_al_2015_Batch2_Sample60_1.fq.gz,Goolam_et_al_2015_Batch2_Sample60_1.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/001/ERR1231431/ERR1231431_1.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 8-cell,not applicable,8cell_4_E,8C
ERR1231431,8cell_4_E,ERS1046963,Mus musculus,C57BL/6 x CBA,cleavage 8-cell,embryo,blastoderm cell,not applicable,OK,2,cell,P-MTAB-43329,  ,P-MTAB-43332,8cell_4_E,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch2_Sample60_,sequencing assay,ERX1303370,Goolam_et_al_2015_Batch2_Sample60_2.fq.gz,Goolam_et_al_2015_Batch2_Sample60_2.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/001/ERR1231431/ERR1231431_2.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 8-cell,not applicable,8cell_4_E,8C
ERR1231432,8cell_3_F,ERS1046964,Mus musculus,C57BL/6 x CBA,cleavage 8-cell,embryo,blastoderm cell,not applicable,OK,2,cell,P-MTAB-43329,  ,P-MTAB-43332,8cell_3_F,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch2_Sample71_,sequencing assay,ERX1303371,Goolam_et_al_2015_Batch2_Sample71_1.fq.gz,Goolam_et_al_2015_Batch2_Sample71_1.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/002/ERR1231432/ERR1231432_1.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 8-cell,not applicable,8cell_3_F,8C
ERR1231432,8cell_3_F,ERS1046964,Mus musculus,C57BL/6 x CBA,cleavage 8-cell,embryo,blastoderm cell,not applicable,OK,2,cell,P-MTAB-43329,  ,P-MTAB-43332,8cell_3_F,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch2_Sample71_,sequencing assay,ERX1303371,Goolam_et_al_2015_Batch2_Sample71_2.fq.gz,Goolam_et_al_2015_Batch2_Sample71_2.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/002/ERR1231432/ERR1231432_2.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 8-cell,not applicable,8cell_3_F,8C
ERR1231433,8cell_4_F,ERS1046965,Mus musculus,C57BL/6 x CBA,cleavage 8-cell,embryo,blastoderm cell,not applicable,OK,2,cell,P-MTAB-43329,  ,P-MTAB-43332,8cell_4_F,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch2_Sample72_,sequencing assay,ERX1303372,Goolam_et_al_2015_Batch2_Sample72_1.fq.gz,Goolam_et_al_2015_Batch2_Sample72_1.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/003/ERR1231433/ERR1231433_1.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 8-cell,not applicable,8cell_4_F,8C
ERR1231433,8cell_4_F,ERS1046965,Mus musculus,C57BL/6 x CBA,cleavage 8-cell,embryo,blastoderm cell,not applicable,OK,2,cell,P-MTAB-43329,  ,P-MTAB-43332,8cell_4_F,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch2_Sample72_,sequencing assay,ERX1303372,Goolam_et_al_2015_Batch2_Sample72_2.fq.gz,Goolam_et_al_2015_Batch2_Sample72_2.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/003/ERR1231433/ERR1231433_2.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 8-cell,not applicable,8cell_4_F,8C
ERR1231434,8cell_3_G,ERS1046966,Mus musculus,C57BL/6 x CBA,cleavage 8-cell,embryo,blastoderm cell,not applicable,OK,2,cell,P-MTAB-43329,  ,P-MTAB-43332,8cell_3_G,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch2_Sample83_,sequencing assay,ERX1303373,Goolam_et_al_2015_Batch2_Sample83_1.fq.gz,Goolam_et_al_2015_Batch2_Sample83_1.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/004/ERR1231434/ERR1231434_1.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 8-cell,not applicable,8cell_3_G,8C
ERR1231434,8cell_3_G,ERS1046966,Mus musculus,C57BL/6 x CBA,cleavage 8-cell,embryo,blastoderm cell,not applicable,OK,2,cell,P-MTAB-43329,  ,P-MTAB-43332,8cell_3_G,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch2_Sample83_,sequencing assay,ERX1303373,Goolam_et_al_2015_Batch2_Sample83_2.fq.gz,Goolam_et_al_2015_Batch2_Sample83_2.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/004/ERR1231434/ERR1231434_2.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 8-cell,not applicable,8cell_3_G,8C
ERR1231435,8cell_4_G,ERS1046967,Mus musculus,C57BL/6 x CBA,cleavage 8-cell,embryo,blastoderm cell,not applicable,OK,2,cell,P-MTAB-43329,  ,P-MTAB-43332,8cell_4_G,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch2_Sample84_,sequencing assay,ERX1303374,Goolam_et_al_2015_Batch2_Sample84_1.fq.gz,Goolam_et_al_2015_Batch2_Sample84_1.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/005/ERR1231435/ERR1231435_1.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 8-cell,not applicable,8cell_4_G,8C
ERR1231435,8cell_4_G,ERS1046967,Mus musculus,C57BL/6 x CBA,cleavage 8-cell,embryo,blastoderm cell,not applicable,OK,2,cell,P-MTAB-43329,  ,P-MTAB-43332,8cell_4_G,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch2_Sample84_,sequencing assay,ERX1303374,Goolam_et_al_2015_Batch2_Sample84_2.fq.gz,Goolam_et_al_2015_Batch2_Sample84_2.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/005/ERR1231435/ERR1231435_2.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 8-cell,not applicable,8cell_4_G,8C
ERR1231436,8cell_3_H,ERS1046968,Mus musculus,C57BL/6 x CBA,cleavage 8-cell,embryo,blastoderm cell,not applicable,OK,2,cell,P-MTAB-43329,  ,P-MTAB-43332,8cell_3_H,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch2_Sample95_,sequencing assay,ERX1303375,Goolam_et_al_2015_Batch2_Sample95_1.fq.gz,Goolam_et_al_2015_Batch2_Sample95_1.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/006/ERR1231436/ERR1231436_1.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 8-cell,not applicable,8cell_3_H,8C
ERR1231436,8cell_3_H,ERS1046968,Mus musculus,C57BL/6 x CBA,cleavage 8-cell,embryo,blastoderm cell,not applicable,OK,2,cell,P-MTAB-43329,  ,P-MTAB-43332,8cell_3_H,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch2_Sample95_,sequencing assay,ERX1303375,Goolam_et_al_2015_Batch2_Sample95_2.fq.gz,Goolam_et_al_2015_Batch2_Sample95_2.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/006/ERR1231436/ERR1231436_2.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 8-cell,not applicable,8cell_3_H,8C
ERR1231437,8cell_4_H,ERS1046969,Mus musculus,C57BL/6 x CBA,cleavage 8-cell,embryo,blastoderm cell,not applicable,OK,2,cell,P-MTAB-43329,  ,P-MTAB-43332,8cell_4_H,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch2_Sample96_,sequencing assay,ERX1303376,Goolam_et_al_2015_Batch2_Sample96_1.fq.gz,Goolam_et_al_2015_Batch2_Sample96_1.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/007/ERR1231437/ERR1231437_1.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 8-cell,not applicable,8cell_4_H,8C
ERR1231437,8cell_4_H,ERS1046969,Mus musculus,C57BL/6 x CBA,cleavage 8-cell,embryo,blastoderm cell,not applicable,OK,2,cell,P-MTAB-43329,  ,P-MTAB-43332,8cell_4_H,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch2_Sample96_,sequencing assay,ERX1303376,Goolam_et_al_2015_Batch2_Sample96_2.fq.gz,Goolam_et_al_2015_Batch2_Sample96_2.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/007/ERR1231437/ERR1231437_2.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 8-cell,not applicable,8cell_4_H,8C
ERR1229126,16cell_A,ERS1043817,Mus musculus,C57BL/6 x CBA,cleavage 16-cell,embryo,blastoderm cell,not applicable,OK,1,cell,P-MTAB-43329,  ,P-MTAB-43332,16cell_A,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch1_Sample9_,sequencing assay,ERX1301178,Goolam_et_al_2015_Batch1_Sample9_1.fq.gz,Goolam_et_al_2015_Batch1_Sample9_1.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/006/ERR1229126/ERR1229126_1.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 16-cell,not applicable,16cell_A,16C
ERR1229126,16cell_A,ERS1043817,Mus musculus,C57BL/6 x CBA,cleavage 16-cell,embryo,blastoderm cell,not applicable,OK,1,cell,P-MTAB-43329,  ,P-MTAB-43332,16cell_A,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch1_Sample9_,sequencing assay,ERX1301178,Goolam_et_al_2015_Batch1_Sample9_2.fq.gz,Goolam_et_al_2015_Batch1_Sample9_2.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/006/ERR1229126/ERR1229126_2.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 16-cell,not applicable,16cell_A,16C
ERR1229127,16cell_B,ERS1043818,Mus musculus,C57BL/6 x CBA,cleavage 16-cell,embryo,blastoderm cell,not applicable,OK,1,cell,P-MTAB-43329,  ,P-MTAB-43332,16cell_B,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch1_Sample21_,sequencing assay,ERX1301179,Goolam_et_al_2015_Batch1_Sample21_1.fq.gz,Goolam_et_al_2015_Batch1_Sample21_1.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/007/ERR1229127/ERR1229127_1.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 16-cell,not applicable,16cell_B,16C
ERR1229127,16cell_B,ERS1043818,Mus musculus,C57BL/6 x CBA,cleavage 16-cell,embryo,blastoderm cell,not applicable,OK,1,cell,P-MTAB-43329,  ,P-MTAB-43332,16cell_B,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch1_Sample21_,sequencing assay,ERX1301179,Goolam_et_al_2015_Batch1_Sample21_2.fq.gz,Goolam_et_al_2015_Batch1_Sample21_2.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/007/ERR1229127/ERR1229127_2.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 16-cell,not applicable,16cell_B,16C
ERR1229128,16cell_C,ERS1043819,Mus musculus,C57BL/6 x CBA,cleavage 16-cell,embryo,blastoderm cell,not applicable,OK,1,cell,P-MTAB-43329,  ,P-MTAB-43332,16cell_C,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch1_Sample33_,sequencing assay,ERX1301180,Goolam_et_al_2015_Batch1_Sample33_1.fq.gz,Goolam_et_al_2015_Batch1_Sample33_1.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/008/ERR1229128/ERR1229128_1.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 16-cell,not applicable,16cell_C,16C
